"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2023,202301,192146,2023000997569,7776.0,2023001921461,1110306,1,3,9882.0,0,1,21,6,8,826,1,100,6,63,1,10,15000,1,11
2023,202301,192146,2023000997569,7776.0,2023001921461,1110306,1,7,10206.0,1,2,40,2,8,826,1,100,0,2,1,10,25000,1,11
2023,202301,192146,2023000997569,7776.0,2023001921461,1110306,1,9,10692.0,0,1,29,2,8,826,1,100,0,2,1,10,35000,1,11
2023,202301,192308,2023000999211,8262.0,2023001923081,751206,1,1,8262.0,0,2,45,6,4,400,0,0,5,50,1,10,69000,1,11
2023,202301,192308,2023000999211,8262.0,2023001923081,751206,1,5,7938.0,2,1,50,1,4,400,0,0,6,63,1,10,48900,1,11
2023,202301,192470,2023001000721,8100.0,2023001924701,373606,1,2,8424.0,2,2,60,1,7,700,1,100,7,71,1,10,35500,1,11
2023,202301,192470,2023001000721,8100.0,2023001924701,373606,1,3,7776.0,0,1,27,6,7,700,1,100,7,71,1,10,43600,1,11
2023,202301,192470,2023001000721,8100.0,2023001924701,373606,1,4,7128.0,0,1,23,6,7,700,1,100,11,114,1,10,27000,1,11
2023,202301,192632,2023001002465,12150.0,2023001926321,730106,1,1,12150.0,3,1,34,6,4,410,0,0,10,101,1,10,116000,1,11
2023,202301,192794,2023001004278,21384.0,2023001927941,131406,1,1,21384.0,1,1,62,1,7,700,1,100,10,101,1,10,230000,1,11
2023,202301,192956,2023001005951,9558.0,2023001929561,131306,1,1,9558.0,2,2,51,1,6,610,0,0,10,101,1,10,45000,1,11
2023,202301,192956,2023001005951,9558.0,2023001929561,131306,1,3,8586.0,0,2,18,6,6,610,0,0,6,63,1,12,4100,1,11
2023,202301,193118,2023001007805,18306.0,2023001931181,990406,1,1,18468.0,0,2,51,1,2,200,0,0,10,101,1,10,65000,2,20
2023,202301,193118,2023001007805,18306.0,2023001931181,990406,1,2,10692.0,0,1,56,1,7,700,1,100,6,65,1,10,75000,2,20
2023,202301,193442,2023001011010,8424.0,2023001934421,810606,1,1,8424.0,2,2,62,1,1,100,0,0,11,114,1,10,60000,1,11
2023,202301,193442,2023001011010,8424.0,2023001934421,810606,1,2,9720.0,2,1,60,1,1,100,0,0,11,116,1,10,103000,1,11
2023,202301,193604,2023001012637,51840.0,2023001936041,651406,1,1,51840.0,1,2,54,1,1,100,0,0,10,101,1,10,60000,1,11
2023,202301,193604,2023001012637,51840.0,2023001936041,651406,1,3,54594.0,0,2,33,1,8,826,1,100,11,114,1,10,86000,1,11
2023,202301,193604,2023001012637,51840.0,2023001936041,651406,1,4,65934.0,0,1,34,1,7,700,4,412,10,101,1,10,47000,1,13
2023,202301,193928,2023001016179,7128.0,2023001939281,370506,1,1,7128.0,1,2,48,1,1,100,0,0,11,114,1,10,158000,1,11
2023,202301,193928,2023001016179,7128.0,2023001939281,370506,1,2,9072.0,1,1,43,1,1,100,0,0,7,71,1,10,85000,1,11
2023,202301,194090,2023001017822,21708.0,2023001940901,592806,1,1,21546.0,1,1,56,1,1,100,0,0,10,101,1,10,684000,1,11
2023,202301,194090,2023001017822,21708.0,2023001940901,592806,1,2,19926.0,1,2,54,1,1,100,0,0,10,101,1,10,0,1,11
2023,202301,194090,2023001017822,21708.0,2023001940901,592806,1,3,21546.0,0,2,18,6,1,100,0,0,5,50,1,12,900,1,11
2023,202301,194576,2023001022964,7290.0,2023001945761,670906,1,1,7128.0,1,1,61,1,6,656,0,0,0,2,1,10,41000,1,11
2023,202301,194576,2023001022964,7290.0,2023001945761,670906,1,2,7776.0,1,2,59,1,6,656,0,0,6,64,1,10,37400,1,11
2023,202301,194738,2023001024498,8748.0,2023001947381,671206,1,2,11016.0,1,2,51,1,6,610,0,0,11,114,1,10,150000,1,11
2023,202301,194738,2023001024498,8748.0,2023001947381,671206,1,3,8910.0,0,2,20,6,6,610,0,0,10,101,1,10,3000,1,11
2023,202301,194900,2023001026210,9720.0,2023001949001,370906,1,1,9558.0,0,1,60,6,1,100,0,0,10,101,1,10,70000,1,11
2023,202301,195062,2023001027959,13932.0,2023001950621,190206,1,1,13770.0,2,2,32,6,7,700,1,100,6,63,1,12,4100,1,11
2023,202301,195062,2023001027959,13932.0,2023001950621,190206,1,2,10368.0,2,1,30,6,7,700,1,100,6,63,1,10,40000,1,11
2023,202301,195224,2023001029648,17982.0,2023001952241,70006,1,2,17658.0,1,2,65,1,1,100,0,0,10,101,1,10,64000,1,11
2023,202301,195224,2023001029648,17982.0,2023001952241,70006,1,3,17172.0,0,1,30,6,1,100,0,0,7,71,1,10,50000,2,20
2023,202301,195386,2023001031509,15390.0,2023001953861,377106,1,1,15390.0,0,2,26,6,1,100,0,0,7,71,1,10,80000,1,11
2023,202301,195548,2023001032924,11988.0,2023001955481,730106,1,1,11988.0,0,2,24,6,6,640,0,0,10,101,1,10,24000,1,11
2023,202301,195548,2023001032924,11988.0,2023001955481,730106,1,2,17820.0,0,1,25,6,8,801,0,0,10,101,1,10,85000,1,11
2023,202301,195710,2023001034535,6804.0,2023001957101,790206,1,1,6804.0,2,2,48,1,1,100,0,0,6,63,1,10,35000,1,11
2023,202301,195710,2023001034535,6804.0,2023001957101,790206,1,2,4374.0,2,1,63,1,7,700,1,100,0,2,1,10,44000,1,11
2023,202301,195710,2023001034535,6804.0,2023001957101,790206,1,3,4050.0,1,2,23,1,7,700,1,100,6,63,1,10,15000,2,20
2023,202301,195710,2023001034535,6804.0,2023001957101,790206,1,4,5184.0,0,1,20,6,7,700,1,100,6,63,1,10,20000,1,11
2023,202301,195872,2023001036303,8262.0,2023001958721,652306,1,1,8262.0,0,1,36,4,8,832,0,0,6,63,1,10,5000,1,11
2023,202301,196034,2023001037928,25434.0,2023001960341,371206,1,1,25272.0,0,1,41,6,7,700,1,100,6,64,1,10,0,1,11
2023,202301,196196,2023001039591,10854.0,2023001961961,651106,1,1,11016.0,0,2,65,4,7,700,1,100,0,2,1,10,26200,1,11
2023,202301,196520,2023001042914,5508.0,2023001965201,990406,1,1,5508.0,0,2,26,1,1,100,4,450,7,71,1,10,43000,1,11
2023,202301,196520,2023001042914,5508.0,2023001965201,990406,1,2,5670.0,0,1,29,1,1,100,1,100,7,71,1,10,33000,1,11
2023,202301,196844,2023001046294,9558.0,2023001968441,770706,1,1,9558.0,0,2,62,1,1,100,0,0,10,101,1,10,50000,1,11
2023,202301,197006,2023001047905,9234.0,2023001970061,751106,1,1,9072.0,0,1,61,6,1,100,0,0,11,115,1,12,120000,1,11
2023,202301,197492,2023001052834,21546.0,2023001974921,374406,1,1,21546.0,0,1,30,1,1,100,0,0,11,114,1,10,125000,1,11
2023,202301,197492,2023001052834,21546.0,2023001974921,374406,1,2,20250.0,0,2,36,1,6,640,0,0,10,101,1,10,80000,1,11
2023,202301,197816,2023001056502,10206.0,2023001978161,370506,1,2,14094.0,1,1,51,1,7,700,4,416,0,2,1,10,36000,1,11
2023,202301,198464,2023001063101,14742.0,2023001984641,970506,1,1,14904.0,1,2,42,6,1,100,0,0,6,65,1,10,65000,1,11
2023,202301,198464,2023001063101,14742.0,2023001984641,970506,1,2,12312.0,0,2,18,6,1,100,0,0,6,63,1,10,11800,1,11
2023,202301,198626,2023001064744,15876.0,2023001986261,290406,1,1,16038.0,3,2,43,1,1,100,1,100,3,30,1,10,24000,1,11
2023,202301,198626,2023001064744,15876.0,2023001986261,290406,1,2,14742.0,3,1,45,1,1,100,1,100,2,23,1,10,24000,1,11
2023,202301,198626,2023001064744,15876.0,2023001986261,290406,1,3,15066.0,0,2,19,6,1,100,1,100,7,71,1,10,24000,1,11
2023,202301,198788,2023001066598,9882.0,2023001987881,711806,1,1,9720.0,3,1,53,1,8,826,1,100,7,71,1,10,100000,1,11
2023,202301,199112,2023001069984,9720.0,2023001991121,378206,1,1,9720.0,0,1,50,6,8,826,4,412,7,71,1,10,60000,1,11
2023,202301,199274,2023001071679,8100.0,2023001992741,651406,1,1,8262.0,0,1,35,4,4,400,0,0,11,114,1,10,65000,1,11
2023,202301,199598,2023001075158,15552.0,2023001995981,374806,1,1,15552.0,0,1,30,6,1,100,0,0,10,101,1,10,210000,1,11
2023,202301,199760,2023001076752,23652.0,2023001997601,290706,1,1,23652.0,0,2,32,1,7,700,1,100,7,71,1,10,50000,1,11
2023,202301,199760,2023001076752,23652.0,2023001997601,290706,1,2,21384.0,0,1,32,1,7,700,1,100,10,101,1,10,52000,1,11
2023,202301,199922,2023001078265,11016.0,2023001999221,376706,1,1,11016.0,0,1,32,6,4,410,0,0,10,101,1,10,78000,1,11
2023,202301,200408,2023001083464,24948.0,2023002004081,850806,1,1,25110.0,1,1,56,1,6,610,0,0,11,116,1,10,206000,1,11
2023,202301,200408,2023001083464,24948.0,2023002004081,850806,1,2,33372.0,1,2,55,1,6,610,0,0,10,101,1,10,20000,1,11
2023,202301,200894,2023001088535,15876.0,2023002008941,592706,1,1,15876.0,0,1,48,6,8,830,0,0,6,65,1,10,150000,1,11
2023,202301,201056,2023001090378,10044.0,2023002010561,711206,1,3,15876.0,0,1,28,6,1,100,0,0,7,71,1,10,72000,1,11
2023,202301,201218,2023001092068,23814.0,2023002012181,372506,1,1,23652.0,0,1,30,6,1,100,0,0,8,81,1,10,80000,1,11
2023,202301,201380,2023001093844,9558.0,2023002013801,371806,1,1,9396.0,0,1,43,6,1,100,1,100,10,101,1,10,55000,1,11
2023,202301,201542,2023001095588,22194.0,2023002015421,470206,1,1,22356.0,3,2,37,1,7,700,1,100,3,30,1,10,0,1,11
2023,202301,201542,2023001095588,22194.0,2023002015421,470206,1,2,22194.0,3,1,39,1,7,700,1,100,2,23,1,10,6000,1,11
2023,202301,201542,2023001095588,22194.0,2023002015421,470206,1,3,31428.0,0,2,21,6,7,700,1,100,7,71,1,10,0,1,11
2023,202301,201704,2023001097448,1296.0,2023002017041,650106,1,1,1296.0,1,2,48,1,8,826,1,100,3,30,1,10,28000,1,11
2023,202301,201704,2023001097448,1296.0,2023002017041,650106,1,2,1458.0,1,1,52,1,8,826,1,100,2,23,1,10,30000,1,11
2023,202301,201866,2023001099292,36612.0,2023002018661,710206,1,1,36774.0,2,1,47,1,7,700,1,100,6,61,1,10,65000,1,11
2023,202301,202028,2023001101094,24138.0,2023002020281,592606,1,2,23976.0,0,1,33,3,1,100,0,0,10,101,1,10,30000,1,11
2023,202301,202190,2023001102732,23976.0,2023002021901,710106,1,1,23976.0,0,1,28,6,8,802,1,100,8,81,1,10,46000,1,11
2023,202301,202514,2023001106258,24462.0,2023002025141,711006,1,1,24300.0,1,2,51,1,7,700,1,100,7,71,1,10,32400,1,11
2023,202301,202514,2023001106258,24462.0,2023002025141,711006,1,2,24462.0,1,1,52,1,7,700,1,100,7,71,1,10,44000,1,11
2023,202301,202514,2023001106258,24462.0,2023002025141,711006,1,3,24948.0,0,2,21,6,7,700,1,100,8,81,1,10,3600,1,11
2023,202301,202676,2023001107861,9072.0,2023002026761,131306,1,1,9072.0,2,2,45,1,1,100,0,0,10,101,1,12,7400,1,11
2023,202301,202676,2023001107861,9072.0,2023002026761,131306,1,2,8262.0,2,1,45,1,1,100,0,0,11,115,1,10,684000,1,11
2023,202301,202838,2023001109447,33858.0,2023002028381,290406,1,1,34020.0,3,1,50,4,7,700,1,100,0,2,1,10,40000,1,11
2023,202301,202838,2023001109447,33858.0,2023002028381,290406,1,2,35802.0,0,1,20,6,7,700,1,100,6,63,1,10,70000,1,11
2023,202301,203000,2023001111028,17982.0,2023002030001,592506,1,1,18144.0,0,1,24,1,1,100,0,0,8,81,1,10,120000,1,11
2023,202301,203000,2023001111028,17982.0,2023002030001,592506,1,2,22032.0,0,2,24,1,1,100,0,0,11,114,1,10,50000,1,11
2023,202301,203162,2023001112646,46170.0,2023002031621,170006,1,1,46170.0,0,2,57,6,8,802,0,0,8,81,1,10,37400,1,11
2023,202301,203162,2023001112646,46170.0,2023002031621,170006,1,2,18792.0,0,1,42,2,8,802,0,0,6,63,1,10,0,1,11
2023,202301,203324,2023001114375,23976.0,2023002033241,190306,1,1,24138.0,0,1,63,6,4,400,0,0,7,71,1,10,13100,1,11
2023,202301,203486,2023001116182,7938.0,2023002034861,12006,1,1,7938.0,2,1,45,1,1,100,0,0,8,81,1,10,225000,1,11
2023,202301,203486,2023001116182,7938.0,2023002034861,12006,1,2,8262.0,2,2,45,1,1,100,0,0,10,101,1,10,160000,1,11
2023,202301,203972,2023001121596,25596.0,2023002039721,592706,1,1,25758.0,1,2,64,1,1,100,1,100,10,101,1,10,92000,1,11
2023,202301,203972,2023001121596,25596.0,2023002039721,592706,1,3,46656.0,0,1,34,2,8,826,1,100,7,71,1,10,92000,1,11
2023,202301,204134,2023001123273,6804.0,2023002041341,890006,1,1,6804.0,0,1,30,6,6,656,0,0,7,71,1,10,9600,1,11
2023,202301,204134,2023001123273,6804.0,2023002041341,890006,1,2,6318.0,0,1,34,4,6,656,0,0,7,71,1,10,33000,1,11
2023,202301,204134,2023001123273,6804.0,2023002041341,890006,1,3,6156.0,2,1,56,5,6,656,0,0,0,2,1,10,52000,1,11
2023,202301,204458,2023001126614,5994.0,2023002044581,651906,1,1,5994.0,1,1,64,1,1,100,0,0,6,61,1,10,30000,1,11
2023,202301,204620,2023001128396,7452.0,2023002046201,1070306,1,1,7452.0,1,2,46,6,8,826,1,100,6,63,1,10,45000,1,11
2023,202301,204620,2023001128396,7452.0,2023002046201,1070306,1,3,8424.0,0,1,41,6,8,826,1,100,6,63,1,10,40000,1,11
2023,202301,204944,2023001131402,14256.0,2023002049441,711806,1,1,14256.0,1,2,32,4,7,700,1,100,8,81,1,10,35000,1,11
2023,202301,204944,2023001131402,14256.0,2023002049441,711806,1,3,13284.0,2,2,35,6,7,700,1,100,6,64,1,10,30000,1,11
2023,202301,205268,2023001134984,21870.0,2023002052681,130906,1,1,21870.0,5,2,39,1,7,700,4,412,6,63,1,10,50000,1,11
2023,202301,205268,2023001134984,21870.0,2023002052681,130906,1,2,27054.0,5,1,44,1,7,700,1,100,8,81,1,10,110000,1,11
2023,202301,205268,2023001134984,21870.0,2023002052681,130906,1,3,25596.0,0,2,20,6,7,700,4,412,4,40,1,10,15000,1,11
2023,202301,205268,2023001134984,21870.0,2023002052681,130906,1,4,23976.0,0,2,18,6,7,700,4,412,6,65,1,10,6500,1,11
2023,202301,205430,2023001136592,5508.0,2023002054301,131006,1,1,5508.0,0,1,64,1,1,100,0,0,8,81,1,10,92000,1,11
2023,202301,205592,2023001138315,8586.0,2023002055921,751406,1,1,8748.0,2,2,46,1,1,100,0,0,11,116,1,10,684000,1,11
2023,202301,205592,2023001138315,8586.0,2023002055921,751406,1,2,10206.0,2,1,44,1,1,100,0,0,10,101,1,10,252000,1,11
2023,202301,205754,2023001139821,27216.0,2023002057541,375106,1,1,27216.0,1,1,36,1,7,700,1,100,6,63,1,10,65000,1,11
2023,202301,205754,2023001139821,27216.0,2023002057541,375106,1,2,26406.0,1,2,32,1,7,700,1,100,6,63,1,10,4000,1,11
2023,202301,206078,2023001143013,11178.0,2023002060781,990406,1,1,11178.0,2,2,34,6,6,660,0,0,7,71,1,10,44000,1,11
2023,202301,206240,2023001144706,10368.0,2023002062401,731606,1,1,10368.0,0,1,54,4,1,100,3,300,10,101,1,10,135000,1,11
2023,202301,206402,2023001146190,10692.0,2023002064021,374406,1,1,10692.0,2,2,32,6,7,700,4,416,6,63,1,10,6000,1,11
2023,202301,206564,2023001147949,7938.0,2023002065641,652006,1,2,9882.0,0,1,41,1,1,100,0,0,7,71,1,10,88000,1,11
2023,202301,206726,2023001149581,32076.0,2023002067261,592206,1,1,32238.0,0,2,28,6,1,100,0,0,10,101,1,10,80000,1,11
2023,202301,206726,2023001149581,32076.0,2023002067261,592206,1,2,34668.0,0,1,36,6,1,100,0,0,8,81,1,10,80000,1,11
2023,202301,207212,2023001154733,10368.0,2023002072121,110006,1,1,10206.0,0,2,26,6,1,100,0,0,10,101,1,10,41000,1,11
2023,202301,207698,2023001159701,8586.0,2023002076981,851206,1,1,8586.0,2,1,33,1,6,640,0,0,10,101,1,10,150000,1,11
2023,202301,207698,2023001159701,8586.0,2023002076981,851206,1,2,8100.0,2,2,35,1,6,600,0,0,11,114,1,12,20000,1,11
2023,202301,207860,2023001161178,18144.0,2023002078601,591706,1,1,18306.0,0,1,27,1,7,700,1,100,10,101,1,10,79000,1,11
2023,202301,207860,2023001161178,18144.0,2023002078601,591706,1,2,21222.0,0,2,26,1,7,700,1,100,10,101,1,10,79000,1,11
2023,202301,208022,2023001162968,14418.0,2023002080221,731406,1,1,14418.0,1,2,46,1,1,100,0,0,6,65,1,10,165000,1,11
2023,202301,208022,2023001162968,14418.0,2023002080221,731406,1,2,17334.0,1,1,51,1,1,100,0,0,10,101,1,10,0,1,11
2023,202301,208184,2023001164504,103680.0,2023002081841,711606,1,1,103518.0,0,1,21,6,2,200,0,0,6,63,1,10,50000,1,11
2023,202301,208184,2023001164504,103680.0,2023002081841,711606,1,2,52002.0,0,2,21,6,2,200,0,0,6,63,1,10,5000,1,11
2023,202301,208508,2023001167551,52974.0,2023002085081,770506,1,1,52974.0,3,1,48,1,1,100,0,0,7,71,1,10,75000,1,11
2023,202301,208508,2023001167551,52974.0,2023002085081,770506,1,2,33858.0,3,2,47,1,1,100,0,0,10,101,1,10,100000,1,11
2023,202301,208508,2023001167551,52974.0,2023002085081,770506,1,3,21870.0,0,1,19,6,1,100,0,0,6,63,1,10,11000,1,11
2023,202301,208508,2023001167551,52974.0,2023002085081,770506,1,5,56376.0,0,2,19,6,1,100,0,0,6,63,1,10,12000,1,11
2023,202301,208670,2023001169261,15552.0,2023002086701,671506,1,1,15714.0,0,2,21,6,1,100,4,423,7,71,1,10,12000,1,11
2023,202301,208670,2023001169261,15552.0,2023002086701,671506,1,2,16524.0,0,2,19,6,1,100,4,423,7,71,1,10,8900,1,11
2023,202301,208994,2023001172755,35802.0,2023002089941,371306,1,1,35964.0,0,1,34,6,1,100,0,0,7,71,1,10,44000,1,11
2023,202301,209318,2023001176077,13446.0,2023002093181,592306,1,1,13446.0,1,2,54,1,1,100,0,0,10,101,1,10,46300,1,11
2023,202301,209318,2023001176077,13446.0,2023002093181,592306,1,2,15228.0,1,1,55,1,1,100,0,0,10,101,1,10,108000,1,11
2023,202301,209318,2023001176077,13446.0,2023002093181,592306,1,3,12474.0,0,2,24,6,1,100,0,0,10,101,1,10,21000,1,11
2023,202301,209642,2023001179269,8748.0,2023002096421,374806,1,1,8586.0,0,2,26,6,1,100,0,0,10,101,1,10,9000,1,11
2023,202301,209642,2023001179269,8748.0,2023002096421,374806,1,2,9720.0,0,1,26,6,1,100,0,0,10,101,1,10,108000,1,11
2023,202301,209642,2023001179269,8748.0,2023002096421,374806,1,3,7452.0,0,2,25,6,8,813,0,0,10,101,1,10,25000,1,11
2023,202301,209966,2023001182734,10368.0,2023002099661,130906,1,1,10206.0,1,1,63,1,2,200,0,0,11,116,1,10,98000,1,11
2023,202301,209966,2023001182734,10368.0,2023002099661,130906,1,2,10206.0,1,2,62,1,2,200,0,0,10,101,1,10,50000,1,11
2023,202301,209966,2023001182734,10368.0,2023002099661,130906,1,3,11502.0,0,1,31,6,2,200,0,0,11,114,1,10,58000,1,11
2023,202301,210128,2023001184451,36936.0,2023002101281,590906,1,1,37098.0,0,1,21,6,1,100,1,100,6,65,1,10,4000,1,11
2023,202301,210128,2023001184451,36936.0,2023002101281,590906,1,2,35802.0,1,1,44,1,1,100,1,100,6,63,1,10,30000,1,11
2023,202301,210290,2023001186288,11664.0,2023002102901,650706,1,2,12798.0,4,2,40,1,1,100,0,0,3,30,1,10,25000,1,11
2023,202301,210452,2023001187843,46494.0,2023002104521,30006,1,1,46656.0,0,1,37,1,7,700,0,0,2,26,1,10,0,1,11
2023,202301,210452,2023001187843,46494.0,2023002104521,30006,1,2,19764.0,0,2,31,1,7,700,0,0,10,101,1,10,20000,1,11
2023,202301,210614,2023001189522,9720.0,2023002106141,373806,1,1,9882.0,2,2,54,4,4,400,0,0,0,2,1,10,21000,1,11
2023,202301,210614,2023001189522,9720.0,2023002106141,373806,1,4,9558.0,0,1,53,4,4,400,0,0,0,2,1,10,32500,1,11
2023,202301,210938,2023001193174,8424.0,2023002109381,670906,1,1,8262.0,3,1,52,4,7,700,1,100,1,11,1,10,45000,1,11
2023,202301,210938,2023001193174,8424.0,2023002109381,670906,1,2,8262.0,3,2,45,4,7,700,1,100,0,2,1,10,10000,1,11
2023,202301,211100,2023001194730,15390.0,2023002111001,711206,1,1,15390.0,1,1,35,4,8,826,1,100,7,71,1,10,40000,1,11
2023,202301,211100,2023001194730,15390.0,2023002111001,711206,1,2,13608.0,0,2,21,6,8,826,1,100,7,71,1,10,5000,1,11
2023,202301,211100,2023001194730,15390.0,2023002111001,711206,1,3,12960.0,1,1,61,5,8,826,1,100,6,63,1,10,50000,1,11
2023,202301,211100,2023001194730,15390.0,2023002111001,711206,1,5,12150.0,0,2,48,4,6,671,0,0,7,71,1,10,30000,1,11
2023,202301,211424,2023001198304,7128.0,2023002114241,190106,1,3,11664.0,0,2,27,6,1,100,1,100,7,71,1,10,25000,1,11
2023,202301,211586,2023001200053,16848.0,2023002115861,374206,1,2,16362.0,3,1,38,1,8,826,1,100,2,23,1,10,0,1,11
2023,202301,211586,2023001200053,16848.0,2023002115861,374206,1,3,16038.0,0,1,21,6,8,826,1,100,6,61,1,10,29000,1,11
2023,202301,211910,2023001203445,28512.0,2023002119101,378006,1,2,28674.0,0,2,58,6,2,200,0,0,7,71,1,10,30000,1,11
2023,202301,212072,2023001205146,9396.0,2023002120721,370906,1,1,9234.0,0,2,55,1,2,200,0,0,10,101,1,10,125000,1,11
2023,202301,212072,2023001205146,9396.0,2023002120721,370906,1,2,11988.0,0,1,58,1,2,200,0,0,11,114,1,10,329000,1,11
2023,202301,212234,2023001207134,9558.0,2023002122341,373806,1,1,9558.0,0,2,22,6,6,640,0,0,8,81,1,10,1000,1,11
2023,202301,212234,2023001207134,9558.0,2023002122341,373806,1,2,7290.0,0,2,25,6,6,640,0,0,8,81,1,10,800,1,11
2023,202301,212396,2023001208879,10044.0,2023002123961,376206,1,1,10044.0,0,2,62,5,6,600,0,0,10,101,1,10,48000,1,11
2023,202301,212396,2023001208879,10044.0,2023002123961,376206,1,3,9558.0,0,2,23,6,6,600,0,0,10,101,1,10,18600,1,11
2023,202301,212558,2023001210680,8748.0,2023002125581,711506,1,1,8748.0,1,1,53,1,8,826,1,100,8,81,1,10,110000,1,11
2023,202301,212558,2023001210680,8748.0,2023002125581,711506,1,2,9234.0,1,2,42,1,8,826,4,412,2,26,1,10,1800,1,11
2023,202301,212558,2023001210680,8748.0,2023002125581,711506,1,3,9882.0,0,1,25,6,1,100,1,100,10,101,1,10,10000,1,11
2023,202301,212720,2023001212205,18954.0,2023002127201,731606,1,1,18792.0,0,1,33,6,6,620,0,0,10,101,1,10,130000,1,11
2023,202301,212882,2023001213928,45684.0,2023002128821,711106,1,1,45684.0,2,2,32,1,9,902,0,0,8,81,1,10,75000,1,11
2023,202301,212882,2023001213928,45684.0,2023002128821,711106,1,2,53946.0,2,1,37,1,8,833,0,0,10,101,1,10,65000,1,11
2023,202301,213044,2023001215485,16686.0,2023002130441,731506,1,1,16524.0,0,2,56,5,1,100,0,0,10,101,1,10,100000,1,11
2023,202301,213206,2023001217038,15066.0,2023002132061,851606,1,1,15066.0,0,1,29,6,6,610,0,0,11,114,1,10,170000,1,11
2023,202301,213368,2023001218676,36612.0,2023002133681,373406,1,2,29484.0,1,2,46,1,7,700,2,200,6,63,1,10,0,1,11
2023,202301,213692,2023001222007,26406.0,2023002136921,375106,1,1,26406.0,2,1,58,1,7,700,4,416,6,61,1,10,45000,1,11
2023,202301,213692,2023001222007,26406.0,2023002136921,375106,1,3,25110.0,0,1,35,6,7,700,4,416,6,65,1,10,35000,1,11
2023,202301,213692,2023001222007,26406.0,2023002136921,375106,1,5,22518.0,0,1,23,2,7,700,4,416,7,71,1,10,5000,1,11
2023,202301,213854,2023001223745,29484.0,2023002138541,110006,1,2,15228.0,1,2,36,1,1,100,0,0,7,71,1,10,49000,1,11
2023,202301,214016,2023001225530,5184.0,2023002140161,851106,1,1,5184.0,0,1,47,3,8,826,1,100,7,71,1,10,110000,1,11
2023,202301,214178,2023001226977,12636.0,2023002141781,373706,1,1,12636.0,2,2,50,1,7,700,1,100,3,30,1,10,12000,1,11
2023,202301,214178,2023001226977,12636.0,2023002141781,373706,1,2,11502.0,2,1,49,1,7,700,1,100,2,25,1,10,25000,1,11
2023,202301,214178,2023001226977,12636.0,2023002141781,373706,1,3,11178.0,0,1,25,6,7,700,1,100,7,71,1,10,40000,1,11
2023,202301,214502,2023001230442,12474.0,2023002145021,592006,1,1,12474.0,2,1,48,1,1,100,0,0,10,101,1,10,100000,2,20
2023,202301,214502,2023001230442,12474.0,2023002145021,592006,1,2,9720.0,2,2,47,1,1,100,0,0,10,101,1,10,100000,1,11
2023,202301,215150,2023001237244,47952.0,2023002151501,371906,1,2,47790.0,0,2,27,6,1,100,0,0,8,81,1,10,12000,1,11
2023,202301,215312,2023001238907,10044.0,2023002153121,730106,1,1,10206.0,0,1,23,6,1,100,0,0,10,101,1,14,65000,1,12
2023,202301,215312,2023001238907,10044.0,2023002153121,730106,1,2,6804.0,0,2,22,6,6,660,0,0,10,101,1,12,3000,1,11
2023,202301,215474,2023001240436,60750.0,2023002154741,650906,1,1,60912.0,2,1,33,1,1,100,1,100,6,63,1,10,50000,1,11
2023,202301,215474,2023001240436,60750.0,2023002154741,650906,1,2,40338.0,2,2,32,1,1,100,0,0,6,63,1,10,40000,1,11
2023,202301,215474,2023001240436,60750.0,2023002154741,650906,1,5,35802.0,1,2,59,4,1,100,0,0,7,71,1,10,67000,1,11
2023,202301,215636,2023001242212,9720.0,2023002156361,375406,1,2,10044.0,2,1,47,1,7,700,1,100,7,71,1,12,0,1,11
2023,202301,215798,2023001243770,20250.0,2023002157981,374206,1,1,20412.0,0,2,31,6,7,700,1,100,10,101,1,10,72000,1,11
2023,202301,215960,2023001245499,11826.0,2023002159601,970606,1,1,11664.0,1,1,53,1,1,100,0,0,6,65,1,10,75000,2,20
2023,202301,215960,2023001245499,11826.0,2023002159601,970606,1,3,17658.0,0,1,25,6,1,100,0,0,6,63,1,10,50000,1,11
2023,202301,216122,2023001247249,40014.0,2023002161221,378106,1,1,40014.0,0,1,39,4,7,700,4,498,6,65,1,10,57000,1,11
2023,202301,216122,2023001247249,40014.0,2023002161221,378106,1,2,43092.0,0,1,39,6,7,700,4,498,6,63,1,10,0,1,11
2023,202301,216122,2023001247249,40014.0,2023002161221,378106,1,3,43092.0,0,1,39,6,7,700,4,498,11,114,1,10,27000,2,20
2023,202301,216122,2023001247249,40014.0,2023002161221,378106,1,4,43092.0,0,1,39,2,7,700,4,498,10,101,1,10,100000,1,11
2023,202301,216122,2023001247249,40014.0,2023002161221,378106,1,5,42930.0,0,1,39,6,7,700,4,498,6,65,1,10,30000,1,11
2023,202301,216770,2023001253815,21060.0,2023002167701,372306,1,1,21060.0,0,1,65,6,7,700,1,100,0,2,1,10,0,1,11
2023,202301,216770,2023001253815,21060.0,2023002167701,372306,1,2,23004.0,0,1,55,3,7,700,1,100,0,2,1,10,36000,1,11
2023,202301,216932,2023001255699,6480.0,2023002169321,330006,1,1,6480.0,2,2,51,1,1,100,0,0,10,101,1,10,50000,1,11
